User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
GrEp,Marvin Pomerantz,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/marvin-pomerantz-39488/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of FBI files on Marvin Pomerantz (August 6, 1930 - August 14, 2008), the Des Moines businessman suspected in the 1960s of laundering money for Lew Farrell and the mob.",1379431-000,False,1444,1435,,,0.00,2017-07-03 04:00:00+00:00,,,marvin-pomerantz-39488
jeaton,McCabe memos,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/mccabe-memos-61722/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

Pursuant to the { law name }, I hereby request the following records:

Any and all memos written by Andrew McCabe or Lisa Page that document meetings with Deputy Attorney General Rod Rosenstein concerning President Donald Trump from May 1, 2017, to Jan. 29, 2018.

I'm a full-time reporter at the nonprofit news site ThinkProgress. My reporting has also appeared in The Washington Post, The Boston Globe, The Christian Science Monitor, PRI's The World, Al Jazeera America, The Intercept, and Teen Vogue. The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter.

I look forward to receiving your response to this request within { days }.

Sincerely,
{ name }",1418045-000,False,995,817,,,0.00,2018-09-25 22:11:23.872191+00:00,,2018-10-18 15:28:54.711822+00:00,mccabe-memos-61722
RoccoPagliacci,Mr & Mrs. Rocco & Victoria Iannacchino FBI File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/mr-mrs-rocco-victoria-iannacchino-fbi-file-13748/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Any and all files pertaining to Rocco & Victoria Iannacchino,,False,2445,2444,,,0.00,2014-10-06 04:00:00+00:00,,,mr-mrs-rocco-victoria-iannacchino-fbi-file-13748
elevans,Muslim student associations,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/muslim-student-associations-30712/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Copies of FBI Intelligence Reports generated in conjunction with investigations of Muslim Student Associations (MSAs) since 2006. 

FBI monitoring of Muslim Student Associations was mentioned in this report:

http://www.csmonitor.com/USA/Latest-News-Wires/2012/0220/New-York-Police-Department-monitored-Muslim-students-all-over-the-Northeast/(page)/3",1362808-000,False,1651,1518,,,0.00,2016-12-08 05:00:00+00:00,,,muslim-student-associations-30712
ROSARIOMARTINEZHERNANDEZ,MY FILE IN FBI AND CIA,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/my-file-in-fbi-and-cia-21587/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am a victim of gang stalking for 15 years now, well maybe more years than that, and I want to have access to my file
in those organizations",1338252-000,False,2071,2058,,,0.00,2015-10-15 04:00:00+00:00,,,my-file-in-fbi-and-cia-21587
phileil,My Personal FBI File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/my-personal-fbi-file-15989/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am interested in accessing the contents of my personal FBI file, should one exist.",1353489-000,False,2324,1804,,,0.00,2015-02-04 05:00:00+00:00,,2015-02-19 00:00:00+00:00,my-personal-fbi-file-15989
aete2the,NIPCLegaC,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/nipclegac-21347/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records and reports associated with the National Infrastructure Protection Center (NIPC) from 2002 until transferred to DHS. Requested records include critical infrastructure threat and incident reports, attack mitigation strategies, monitoring techniques, and reconstitution recommendations to affected industry partners. Records concerning coordination with DoD Joint Task Force for Computer Network Operations (JTF-CNO) also requested. Records produced by the Interagency Coordination Cell (IACC) within the NIPC also requested. Thank you!",1337305-000,False,2098,1920,,,25.00,2015-09-18 04:00:00+00:00,,,nipclegac-21347
gmoran,Noam Chomsky's FBI File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/noam-chomskys-fbi-file-17686/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,I would like to request Noam Chomsky's FBI files. ,1328616-000,False,2235,2212,,,0.00,2015-05-04 04:00:00+00:00,,,noam-chomskys-fbi-file-17686
zacksampson,"Notes from metadata meetings of NSA, DOJ, and ODNI (DOJ)",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/notes-from-metadata-meetings-of-nsa-doj-and-odni-doj-8703/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All notes from meetings between representatives of the NSA, DOJ, and ODNI regarding the acquisition of metadata through surveillance. These regular meetings are referenced in the NSA's talking points regarding media leaks earlier this year (https://s3.amazonaws.com/s3.documentcloud.org/documents/813055/nsa-talking-points.pdf). Specifically, the meetings are mentioned on page five of document 4081031.",EMRUFOIA112014-2,False,2688,2395,,,0.00,2014-02-05 05:00:00+00:00,,,notes-from-metadata-meetings-of-nsa-doj-and-odni-doj-8703
Bill3371,Notifications of Investigation or Non-Consenting Program Enrollment (Boston Regional Intelligence Center (BRIC)),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/notifications-of-investigation-or-non-consenting-program-enrollment-boston-regional-intelligence-center-bric-26616/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Please provide all notifications of ongoing investigation, whether categorized as intelligence, counter-terrorism, criminal, civil, or otherwise, under National Security labels or otherwise, and/or all notifications of enrollment into covert community policing/crime prevention/neurological or psychological behavior modification programs, naming me--Ramola D/Ramola Grace Dharmaraj-- personally as the person under scrutiny, investigation, or study, or as the person enrolled into any classified or unclassified programs of the kind detailed above, issued to any and all community members in Quincy, MA, Milton, MA, Weymouth, MA, and Briantree, MA, particularly those associated with Adams Montessori School, Thomas Crane Library, Milton Library, Joan's Olympic Gym, Milton Art Center, Wollaston Hill Montessori PreSchool, Barnes & Noble, Good Health Store, Stop n' Shop, Star Market, Punjab Dhaba, other local businesses and restaurants, and including residents on Pine Street, Quincy, MA, and in the Wollaston, Quincy neighborhood, and all reasons for these notifications, from the time period 1 Nov 2013 to the present date, 17 November 2014, along with specific information contained in the notifications, including the manner of labeling and characterizing of my person, the specific reason for the investigation/s/program enrollments, the duration of the investigation/program, the manner in which the investigation/program is being conducted, and the authorizing body or bodies permitting the investigation; if your agency would like to state that such notifications do not exist, or that no such ongoing investigation or program exists or has been initiated, please provide a clear and truthful statement to this effect.

(This FOIA request, while specific to my name and person, addresses the current general public concern regarding illegitimate investigations and surveillance targeted at all law-abiding citizens and residents, including myself, and will provide particular information of general public interest, to all members of the media and the public.)",1353982-000,False,1810,1794,,,0.00,2016-07-02 04:00:00+00:00,,,notifications-of-investigation-or-non-consenting-program-enrollment-boston-regional-intelligence-center-bric-26616
siqilin,Number of employee recruited from 2010 to 2016,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/number-of-employee-recruited-from-2010-to-2016-30706/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The number of all the employees recruited each year from 2010 to 2016 
The number of newly-recruit employee each year from 2010 to 2016 who were born in China.",,False,1651,1646,,,0.00,2016-12-08 05:00:00+00:00,,,number-of-employee-recruited-from-2010-to-2016-30706
vgolden,NYSP Crime Lab Audits,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/nysp-crime-lab-audits-58500/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2020-06-26,,"To Whom It May Concern:

Pursuant to the { law name }, I hereby request the following records:

Any and all final audit reports conducted by the Federal Bureau of Investigation Laboratory to ensure quality assurance standards in the New York State Police Crime Laboratory System between the years 2010 and 2018.

The FBI Laboratory is mandated to conduct such audits under the DNA Identification Act of 1994 to ensure federally recognized laboratories are in compliance with the Scientific Working Group on DNA Analysis Methods' quality assurance standards for both DNA databasing and DNA testing laboratories.

Further details on the audit requirements under which I am searching under can be found at the following link: https://www.fbi.gov/services/laboratory/biometric-analysis/codis#Quality-Assurance

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

I am a representative of the news media operating as a freelance reporter with a significant and notable public presence and solid expectation to publish work through a news media entity.

I am requesting a waiver of all applicable fees seeing as the release of these documents is of high public interest because it is likely to contribute significantly to public understanding of the operations or activities of the government nor would their release provide a primary commercial benefit to myself as a requester.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter.

I look forward to receiving your response to this request within { days }.

Regards,

{ name }",1411664-000,False,1063,385,,,0.00,2018-07-19 03:21:10.701876+00:00,2018-08-15,,nysp-crime-lab-audits-58500
EmmaBest,Official and Confidential (O&C) Files of J. Edgar Hoover,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/official-and-confidential-oc-files-of-j-edgar-hoover-30319/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The 17,154 preprocessed pages from the file on Official and Confidential (O&C) Files of J. Edgar Hoover. 

I am a member of the news media and request classification as such. I have previously written about the Bureau for AND Magazine, MuckRock and Glomar Disclosure. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established.","1362220-000, DOJ-AP-2017-005622",False,1662,1393,,,0.00,2016-11-27 05:00:00+00:00,,2017-06-26 00:00:00+00:00,official-and-confidential-oc-files-of-j-edgar-hoover-30319
BradMilburn,Operation Forbidden Fruit,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/operation-forbidden-fruit-41954/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,The FBI investigative file for Operation Forbidden Fruit,1382511-000,False,1402,1393,,,0.00,2017-08-14 04:00:00+00:00,,,operation-forbidden-fruit-41954
waqasahmi,Operation Vulgar Betrayal,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/operation-vulgar-betrayal-32202/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All files, reports, and other materials about the FBI's Operation Vulgar Betrayal in Illinois.",,False,1607,1532,,,0.00,2017-01-21 05:00:00+00:00,,,operation-vulgar-betrayal-32202
EmmaBest,Op Front Door,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/op-front-door-25441/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to the ""Front Door"" investigation AKA ""Operation Front Door"", started by Federal Bureau of Investigation in November of 1986 until December 19, 1986 when it was transferred when Lawrence Walsh was appointed Independent Counsel. The FBI investigation focused on the Iran arms sales and the Iran/contra diversion. Operation Front Door has been described and disclosed in the Walsh Report and Department of Justice OIG reports as well as numerous news articles and interviews.",,False,1875,1676,,,0.00,2016-04-28 04:00:00+00:00,,,op-front-door-25441
malibubarbie,Personal Agency File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/personal-agency-file-13185/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,, am requesting my Personal Agency File from any/every department within the Department of Justice/FBI/State/Federal Attorney's office.  This is an official request for any information both Criminal/Civil in regards to myself.,,False,2484,2479,,,0.00,2014-08-28 04:00:00+00:00,,,personal-agency-file-13185
davidalmeida,Personal Information Request for the Federal Bureau of Investigation,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/personal-information-request-for-the-federal-bureau-of-investigation-28797/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I would like to obtain copies of any personally identifying information held in my name by the Department of Homeland Security.  

I am requesting a search your agency's systems and files for any information containing my name, date of birth, or social security number.  

I am also (or more specifically) seeking the release of records or files which could be considered ""investigative"" in nature.",,False,1712,1709,,,0.00,2016-10-08 04:00:00+00:00,,,personal-information-request-for-the-federal-bureau-of-investigation-28797
secretwhistle,Peyton Pruitt Terrorism Investigation,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/peyton-pruitt-terrorism-investigation-24600/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request under the Freedom of Information Act. I hereby request the following records:

A copy of the FBI's files (affidavits, investigative files, interview transcripts, etc.) on Peyton Pruitt of St. Clair County, Alabama, who was investigated and interviewed by the FBI for allegedly soliciting support for terrorism late last year. For reference, see this article from AL.com: http://www.al.com/news/anniston-gadsden/index.ssf/2015/12/witness_teen_with_51_iq_contac.html

I also request a copy of any communications between the FBI and St. Clair law enforcement, including, but not limited to, St. Clair County Sheriff's Office. 

Please search any ""cross-referenced"" records relevant to this individual.

Please also search “ELSUR” (Electronic Surveillance) records.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

Tim Cushing",1347429-000,False,1915,1899,,,0.00,2016-03-19 04:00:00+00:00,,,peyton-pruitt-terrorism-investigation-24600
Caitlin,Phil Ochs,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/phil-ochs-30664/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Phil Ochs's FBI file,1363242-000,False,1652,1631,,,0.00,2016-12-07 05:00:00+00:00,,,phil-ochs-30664
vgolden,Pre-2016 Election Investigation,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/pre-2016-election-investigation-38233/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Investigative reports and additional material from the central records system as well as field office records regarding the investigation of a potential terrorist threat on the election (11/08/2016) that included the questioning of American citizens with Pakistani origin on the weekend of 11/04/2016- 11/06/2016.,"1376988-000, DOJ-AP-2017-006269",False,1477,1156,,,0.00,2017-05-31 04:00:00+00:00,,2017-07-10 00:00:00+00:00,pre-2016-election-investigation-38233
sixty91,Product Ingredient Technology,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/product-ingredient-technology-41691/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all files you hold on company 'Product Ingredient Technology'.

http://articles.sun-sentinel.com/1990-09-23/news/9002150652_1_chemical-weapons-world-market-flavoring
http://articles.sun-sentinel.com/1990-09-23/news/9002150652_1_chemical-weapons-world-market-flavoring/2

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices.",1382213-000,False,1407,1316,,,0.00,2017-08-09 04:00:00+00:00,,,product-ingredient-technology-41691
moustache,Records mentioning FriendlyChemist,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/records-mentioning-friendlychemist-10143/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"all briefs, emails, records, and any other documents on, about, mentioning, or concerning ""Agent-1"", created and/or modified after January 2013.",1251150-000,False,2709,2673,,"friendlychemist,silk road",0.00,2014-01-15 05:00:00+00:00,,,records-mentioning-friendlychemist-10143
joewertz,Records relating or referring to Alton Alexander Nolen,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/records-relating-or-referring-to-alton-alexander-nolen-28281/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Any and all records relating or referring to Alton Alexander Nolen.,1358634-001,False,1731,1561,,,0.00,2016-09-19 04:00:00+00:00,,,records-relating-or-referring-to-alton-alexander-nolen-28281
erachner,"Records relating to Robert Joe Childs, d/o/b February 13, 1976",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/records-relating-to-robert-joe-childs-dob-february-13-1976-6862/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Please provide copies of any and all records that relate to Robert Joe Childs, born February 13, 1976, also known as Robert Vincent.",,False,2821,2809,,,0.00,2013-09-25 04:00:00+00:00,,,records-relating-to-robert-joe-childs-dob-february-13-1976-6862
BenWinslow,Reports on shooting incident inside U.S. District Courthouse in Utah,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/reports-on-shooting-incident-inside-us-district-courthouse-in-utah-11379/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all reports of the shooting incident on April 21, 2014 inside U.S. District Judge Tena Campbell's courtroom inside the U.S. District Courthouse in Salt Lake City.",,False,2612,2571,,,0.00,2014-04-22 04:00:00+00:00,,,reports-on-shooting-incident-inside-us-district-courthouse-in-utah-11379
fortdodge15,Request for correspondence,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-correspondence-18825/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Copies of correspondence between James DiEugenio and the FBI pertaining to two books authored by DiEugenio: ""Destiny Betrayed"" (2012) and ""Reclaiming Parkland"" (2013). I request correspondence for the two years prior to the publication of each book and two years after publication.

DiEugenio operates CTKA.net, a site on the Kennedy assassination and other issues.

I'm the author of a blog on the Kennedy assassination, jfkresearch.me

",1331084-000,False,2191,2184,,,0.00,2015-06-17 04:00:00+00:00,,,request-for-correspondence-18825
fortdodge15,Request for correspondence,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-correspondence-17165/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I request copies of all correspondence between Gerald Posner, author of ""Case Closed,"" a book about the assassination of President Kennedy, and the CIA, during the two-year period prior to the book's publication in 1993.

I am the author of a blog, jfkresearch.me, about the assassination.
",1325944-000,False,2265,2239,,,0.00,2015-04-04 04:00:00+00:00,,,request-for-correspondence-17165
Gold9472,Request For FBI Files On Self,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-fbi-files-on-self-14125/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,I would like a copy of any document pertaining to me from the Federal Bureau of Investigation.,1310615-000,False,2413,2402,,,0.00,2014-11-07 05:00:00+00:00,,,request-for-fbi-files-on-self-14125
codefore,"Request for FBI records re: Jan 18, 2016 Affidavit  for HI Grand Jury",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-fbi-records-re-jan-18-2016-affidavit-for-hi-grand-jury-36662/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Communications between Hawaii FBI and Hawaii US Attorney and Federal Court District of Hawaii,1373848-000,False,1504,1489,,"federal,hawaii,judge,michael,seabright.",0.00,2017-05-04 04:00:00+00:00,,,request-for-fbi-records-re-jan-18-2016-affidavit-for-hi-grand-jury-36662
TobyLeith,Request for information collected by the FBI,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-information-collected-by-the-fbi-46023/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2017-12-26,,"Any and all records, files, etc. associated with Alex Leith (formerly Alex Goldman), Olive Leith (nee Olive Sutton) and their son, Toby Leith",1389905-000,False,1304,1298,,,0.00,2017-11-20 05:00:00+00:00,2017-12-19,,request-for-information-collected-by-the-fbi-46023
jeaton,Request for information from Rep. Katherine Clark to FBI,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-information-from-rep-katherine-clark-to-fbi-29862/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2019-05-02,,"The request for information that Rep. Katherine Clark's office sent to FBI's Office of Congressional Affairs on Oct. 29, 2014, and any follow-up communications between the two offices. This request is referenced in Rep. Clark's Sept. 13, 2016, letter to Attorney General Loretta Lynch, which is available here: https://www.documentcloud.org/documents/3108956-Signed-Letter-to-Attorney-General-Lynch.html (see the third full paragraph on page 2).",1361611-000,False,1685,806,,,0.00,2016-11-04 04:00:00+00:00,2016-12-06,,request-for-information-from-rep-katherine-clark-to-fbi-29862
fortdodge15,Request for information on individual,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/request-for-information-on-individual-20109/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-12-03,,"Copies of all releasable information/records on Richard Schweiker, who, as a U.S. senator, criticized the security agencies' probe of the assassination of President Kennedy. 

Schweiker died July 31. This is a link to his obituary, http://www.bloomberg.com/news/articles/2015-08-03/richard-schweiker-critic-of-jfk-assassination-probe-dies-at-89

I'm the author of a blog on the assassination, jfkresearch.me

",1334131-000,False,2143,1673,,,70.00,2015-08-04 04:00:00+00:00,2016-10-25,,request-for-information-on-individual-20109
morisy,Responses to Congressional Committees (Federal Bureau of Investigation),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/responses-to-congressional-committees-federal-bureau-of-investigation-5403/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2013-08-14,,"A copy of all responses sent to Congressional committees between Jan.1, 2008 and the date that this request is processed. These communications are stored together and should be easily accessible.",I-13-056-H,False,2963,2893,,,0.00,2013-05-06 04:00:00+00:00,2013-06-04,,responses-to-congressional-committees-federal-bureau-of-investigation-5403
atlasobscura,Richard Craig Smith interviews,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/richard-craig-smith-interviews-24764/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,All records of FBI interviews with Richard Craig Smith in 1983 and in 1984.,1347943-000,False,1909,1532,,,0.00,2016-03-25 04:00:00+00:00,,,richard-craig-smith-interviews-24764
EmmaBest,Robert Maxwell,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/robert-maxwell-23692/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to Ian Robert Maxwell (born Ján Ludvík Hyman Binyamin Hoch; 10 June 1923 – 5 November 1991). Please search for cross-referenced records with PROMIS, Prosecutor's Management Information System, Mossad, Mordechai Vanunu, and John Crossman.","1344388-000, DOJ-AP-2017-004770",False,1964,1430,,,0.00,2016-01-30 05:00:00+00:00,,2017-06-20 00:00:00+00:00,robert-maxwell-23692
eloisius,Ron Paul FBI Files,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/ron-paul-fbi-files-1089/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,,,False,3415,3388,,,0.00,2012-02-09 05:00:00+00:00,,,ron-paul-fbi-files-1089
JPatBrown,Safiya Bukhari (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/safiya-bukhari-fbi-24668/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-05-06,," A copy of the FBI's files on Safiya Bukhari 

Her death was widely reported:
http://dissidentvoice.org/2010/02/remembering-safiya-bukhari/

I am journalist who writes extensively about FBI files - https://www.muckrock.com/project/subjects-matter-fbi-files-10/, which have received national and international attention - http://www.dailymail.co.uk/news/article-3219376/Undercover-FBI-agents-spy-annual-Burning-Man-festival-light-ongoing-war-terrorism-use-test-new-intelligence-collection-technology.html ",1347315-000,False,1913,1897,,,6520.00,2016-03-21 04:00:00+00:00,2016-04-21,,safiya-bukhari-fbi-24668
inkookang,Sally Ride's FBI Files,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/sally-rides-fbi-files-1757/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Dear Inkoo Kang,

Thank you for your inquiry regarding the status of your FOIPA request.  A review of your request has determined the following.

The request is presently assigned to a Disclosure analyst who is reviewing the records to determine if any redactions are required pursuant to subsections of Title 5, U. S. Code, Section 552 and 552a.  Upon completion, the records are forwarded to a supervisor for review.   If approved, a release will be forthcoming.  However, the supervisor may send the records back for further review which may delay the release.

You can now check the status of your request online at:   http://www.fbi.gov/foia/, and click on the ‘Check Status of Your FOI/PA Request’ link under the Records Available Now section.   Online status reports are updated weekly but closed requests are not listed.  Additional information regarding the Freedom of Information Act/Privacy is available at http://www.fbi.gov/.  

If you require additional assistance please contact me.
",1199182-000,False,3225,2891,,,0.00,2012-08-17 04:00:00+00:00,2012-09-17,,sally-rides-fbi-files-1757
ethanchiel,Samuel R. Delany,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/samuel-r-delany-17465/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on author Samuel R. Delany, described here:
http://en.wikipedia.org/wiki/Samuel_R._Delany",1327337-000,False,2248,2245,,,0.00,2015-04-21 04:00:00+00:00,,,samuel-r-delany-17465
EmmaBest,Security posters (Federal Bureau of Investigation),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/security-posters-federal-bureau-of-investigation-57505/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Color reproductions of any posters, flyers, brochures, bulletins or other graphic designs intended to remind employees and visitors of security practices or warn them about potential security failings and vulnerabilities. Please include but do not limit the response to any OPSEC posters. 

I am a member of the news media and request classification as such. I have previously written about the government and its activities, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. In addition, I discuss and comment on the files online and make them available through non-profits such as the Internet Archive and MuckRock, disseminating them to a large audience. While my research is not limited to this, a great deal of it, including this, focuses on the activities and attitudes of the government itself. As such, it is not necessary for me to demonstrate the relevance of this particular subject in advance.

Additionally, case law states that “proof of the ability to disseminate the released information to a broad cross- section of the public is not required.” Judicial Watch, Inc. v. Dep’t of Justice, 365 F.3d 1108, 1126 (D.C. Cir. 2004); see Carney v. U.S. Dep’t of Justice, 19 F.3d 807, 814-15 (2d Cir. 1994). Further, courts have held that ""qualified because it also had “firm” plans to “publish a number of . . . ‘document sets’” concerning United States foreign and national security policy."" Under this criteria, as well, I qualify as a member of the news media.

Additionally, courts have held that the news media status ""focuses on the nature of the requester, not its request. The provision requires that the request be “made by” a representative of the news media. Id. § 552(a)(4)(A)(ii)(II). A newspaper reporter, for example, is a representative of the news media regardless of how much interest there is in the story for which he or she is requesting information."" As such, the details of the request itself are moot for the purposes of determining the appropriate fee category.",1410952-000,False,1077,930,,,0.00,2018-07-05 01:23:03.587232+00:00,,,security-posters-federal-bureau-of-investigation-57505
ipsin,Security weakness policies and any documented instances,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/security-weakness-policies-and-any-documented-instances-6706/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any memoranda, training materials, official policies or fact sheets related to security weaknesses in commercial products and services (a.k.a. &quot;back doors&quot;), in terms of formal or informal requests for back doors, documentation of specific undisclosed back doors in existing products, and use of the same.",,False,2835,2766,,,0.00,2013-09-11 04:00:00+00:00,,,security-weakness-policies-and-any-documented-instances-6706
USSLiberty,Seth Mintz,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/seth-mintz-38783/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I request all information on Seth Mintz, an Israeli-American serving as a Major in the Israeli Defense Forces on June 8, 1967, the day the IDF attacked the USS Liberty.",1378064-000,False,1462,1455,"June 8, 1967 Israeli Attack on the USS Liberty",,0.00,2017-06-15 04:00:00+00:00,,,seth-mintz-38783
