User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
rblee22468,"FBI '302' reports mentioning Christopher Cantwell, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-christopher-cantwell-between-january-1-2017-and-december-1-2020-105476/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Christopher Cantwell"" in either the subject line or the text body of the report.",1082659-000,FALSE,195,190,,,0.00,2020-12-03 02:19:06.842741+00:00,2020-12-31,2020-12-08 04:56:00+00:00,fbi-302-reports-mentioning-christopher-cantwell-between-january-1-2017-and-december-1-2020-105476
rblee22468,"FBI '302' reports mentioning Daniel McMahon, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-daniel-mcmahon-between-january-1-2017-and-december-1-2020-105477/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Daniel McMahon"" in either the subject line or the text body of the report.",1482822-000,FALSE,195,190,,,0.00,2020-12-03 02:28:21.679596+00:00,2020-12-31,2020-12-08 04:56:00+00:00,fbi-302-reports-mentioning-daniel-mcmahon-between-january-1-2017-and-december-1-2020-105477
rblee22468,"FBI '302' reports mentioning Jack Burkman, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-jack-burkman-between-january-1-2017-and-december-1-2020-105724/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Jack Burkman"" in either the subject line or the text body of the report.",1483449-0,FALSE,187,175,,,0.00,2020-12-11 12:12:12.714825+00:00,2021-01-12,2020-12-23 04:56:00+00:00,fbi-302-reports-mentioning-jack-burkman-between-january-1-2017-and-december-1-2020-105724
rblee22468,"FBI '302' reports mentioning Jack Posobiec, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-jack-posobiec-between-january-1-2017-and-december-1-2020-105475/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Jack Posobiec"" in either the subject line or the text body of the report.",1482683-000,FALSE,195,190,,,0.00,2020-12-03 02:16:02.006376+00:00,2020-12-31,2020-12-08 04:56:00+00:00,fbi-302-reports-mentioning-jack-posobiec-between-january-1-2017-and-december-1-2020-105475
rblee22468,"FBI '302' reports mentioning Jacob Wohl, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-jacob-wohl-between-january-1-2017-and-december-1-2020-105725/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Jacob Wohl"" in either the subject line or the text body of the report.",1483493-0,FALSE,187,175,,,0.00,2020-12-11 12:13:12.039732+00:00,2021-01-12,2020-12-23 04:56:00+00:00,fbi-302-reports-mentioning-jacob-wohl-between-january-1-2017-and-december-1-2020-105725
rblee22468,"FBI '302' reports mentioning Jason Kessler, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-jason-kessler-between-january-1-2017-and-december-1-2020-105474/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Jason Kessler"" in either the subject line or the text body of the report.",,FALSE,195,189,,,0.00,2020-12-03 02:15:22.030576+00:00,2020-12-31,2020-12-09 04:56:00+00:00,fbi-302-reports-mentioning-jason-kessler-between-january-1-2017-and-december-1-2020-105474
rblee22468,"FBI '302' reports mentioning Joffre Cross III, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-joffre-cross-iii-between-january-1-2017-and-december-1-2020-105723/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Joffre Cross III"" in either the subject line or the text body of the report.",1483467-000,FALSE,187,176,,,0.00,2020-12-11 12:10:50.552297+00:00,2021-01-12,2020-12-22 04:56:00+00:00,fbi-302-reports-mentioning-joffre-cross-iii-between-january-1-2017-and-december-1-2020-105723
rblee22468,"FBI '302' reports mentioning Milo Yiannopoulos, between January 1, 2017 and December 1, 2020",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-302-reports-mentioning-milo-yiannopoulos-between-january-1-2017-and-december-1-2020-105473/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI 'Form 302', 'FD-302', or '302' documents, created between the dates of January 1, 2017 and December 1, 2020, which mention the name ""Milo Yiannopoulos"" in either the subject line or the text body of the report.",,FALSE,195,189,,,0.00,2020-12-03 02:14:10.736313+00:00,2020-12-31,2020-12-09 04:56:00+00:00,fbi-302-reports-mentioning-milo-yiannopoulos-between-january-1-2017-and-december-1-2020-105473
ShawnMusgrave,FBI ALPR privacy impact assessments (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-alpr-privacy-impact-assessments-fbi-15885/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All privacy impact assessments (PIA) completed by the FBI regarding its use of license plate reader technology, aka automated license plate readers (ALPR).",1322425-000,FALSE,2329,2249,,,0.00,2015-01-30 05:00:00+00:00,2015-03-02,2015-04-20 00:00:00+00:00,fbi-alpr-privacy-impact-assessments-fbi-15885
RobbyD,FBI: Amy Billig,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-amy-billig-31886/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Files related to the disappearance of Amy Billig (DOB: 01/09/1957). Amy Billig disappeared from Coconut Grove in Florida in March of 1974. 

I recently read a true crime novel about this case, which detailed several instances where FBI field offices were involved in the investigation:

https://www.amazon.com/Without-Trace-Disappearance-Billig-Mothers/dp/0380814137

Per my understanding of the FBI and their interpretation of the FOIA process, I am also requesting that the search include ""cross referenced"" records, not just main file records for Amy Billig.",1365036,FALSE,1616,1547,,,0.00,2017-01-12 05:00:00+00:00,2017-02-17,2017-03-22 00:00:00+00:00,fbi-amy-billig-31886
lorenzofb-mb,FBI and Cicom USA,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-and-cicom-usa-17087/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Copies of any contract,  subsequent extensions or modifications, or ""purchase orders,"" between the Federal Bureau of Investigation, and the company Cicom USA LLC, registered in 1997 Annapolis Exchange, Annapolis, MD between January 1, 2012, and the date this request is filed. 

Additionally, I request copies of any reports generated by Cicom USA or its affiliates arising from this contract. I also request any internal FBI reports and descriptions of the content and purpose of this contract . 

And, finally, please include any processing notes made in completing this request.",DOJ-AP-2016-002261; 1331909-000,FALSE,2268,1885,,,0.00,2015-04-01 04:00:00+00:00,2015-05-14,2016-04-18 00:00:00+00:00,fbi-and-cicom-usa-17087
lknight7676,FBI & Anonymous Imageboards,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-anonymous-imageboards-21741/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any internal correspondence (emails, memos, notes, etc.) with respect to anonymous image-boards (specifically 4chan.org) and the possible surveillance or investigation of said website in the last five years, with specific attention to the possible declaration of the Umpqua community college shooting prior to the act.",1338101-000,FALSE,2078,2063,,,0.00,2015-10-08 04:00:00+00:00,2015-11-06,2015-10-23 00:00:00+00:00,fbi-anonymous-imageboards-21741
RobbyD,FBI: Blanche Becker Vosseler,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-blanche-becker-vosseler-17589/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any files related to a woman named Blanche ""Beth"" Becker Vosseler who passed away on December 19th of 2010. Here's a link to her obit on the internet:

http://www.legacy.com/obituaries/hartfordcourant/obituary.aspx?n=blanche-vosseler-beth-becker&pid=147448197

Blanche Becker Vosseler was the mother of a man named Charles Martin Vosseler who kidnapped his two children in 1986. You can see a dramatization of the kidnapping here:

https://www.youtube.com/watch?v=4KT-sDCj1JQ

There is still an active search (with a plea for information) for location of either Charles Martin Vosseler or his two sons:

http://www.fbi.gov/wanted/parent/charles-martin-vosseler/view

I believe that release of any files (if they exist) on Blanche ""Beth"" Becker Vosseler might benefit the investigation of the original kidnapping. I am just one of many people who have found this case extremely curious.

Per my understanding of the FBI and their understanding of the FOIA process, I am also requesting that the search include ""cross referenced"" records, not just main file records for Blanche ""Beth"" Becker Vosseler. I am also requesting any FD-302 forms related to Blanche ""Beth"" Becker Vosseler.","1327896-000, AP-2016-00286",FALSE,2240,2031,,,0.00,2015-04-29 04:00:00+00:00,2015-05-28,2015-11-24 00:00:00+00:00,fbi-blanche-becker-vosseler-17589
